"datsrc","institutioncode","collectioncode","catalognumber","genus","species","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","infraspecificEpithet","scientificname_gbif","municipality_gbif","scientificnameauthor_sp"
"gbif","Cenargen","CEN","31460","Diplusodon","floribundus","T. B. Cavalcanti","4165","Bruno Machado Teles Walter","Goiás",NA,"Reservatório em formação do AHE Serra da Mesa. Em área abaixo dos rejeitos da mineradora da CODEMIN.",-48.32639,-14.15528,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31470","Diplusodon","punctatus","T. B. Cavalcanti","4177","Bruno Machado Teles Walter","Goiás",NA,"Área de influência do AHE Serra da Mesa. Estrada de terra Niquelândia - Colinas do Sul/Muquém. Cerca de 21km a leste de Niquelândia.",-48.23139,-14.44444,"punctatus","Diplusodon punctatus var. punctatus","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31480","Diplusodon","punctatus","T. B. Cavalcanti","4187","Bruno Machado Teles Walter","Goiás",NA,"Área de influência do AHE Serra da Mesa. Estrada de terra Niquelândia - Muquém. Cerca de 3km antes do Muquém.",-48.15583,-14.53806,"punctatus","Diplusodon punctatus var. punctatus","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31487","Diplusodon","strigosus","T. B. Cavalcanti","4194","Bruno Machado Teles Walter","Goiás",NA,"Área de influência do AHE Serra da Mesa. Estrada de terra Niquelândia - Muquém. Cerca de 3km antes do Muquém.",-48.15583,-14.53806,NA,"Diplusodon strigosus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31496","Diplusodon","floribundus","T. B. Cavalcanti","4203","Bruno Machado Teles Walter","Goiás",NA,"Área de influência do AHE Serra da Mesa. Saindo da GO-532 em direção ao lugarejo """"Rosareana"""", 5 km após a GO-532 (atrás da CODEMIN).",-48.36194,-14.16972,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31580","Diplusodon","strigosus","T. B. Cavalcanti","905","Rafaela Campostrini Forzza","Goiás",NA,"Estrada Cocalzinho-Pirenópolis, Serra dos Pirineus próximo aos Três Picos..",NA,NA,NA,"Diplusodon strigosus Pohl","COCALZINHO DE GOIAS",NA
"gbif","Cenargen","CEN","31670","Diplusodon","ciliatiflorus","T. B. Cavalcanti","3494","Bruno Machado Teles Walter","Goiás",NA,"Estrada Colinas do Sul - canteiro de obras Serra da Mesa, cerca de 20 km do portão sul do canteiro.",-48.11667,-13.88333,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","COLINAS DO SUL",NA
"gbif","Cenargen","CEN","31777","Diplusodon","ciliatiflorus","T. B. Cavalcanti","3626","Bruno Machado Teles Walter","Goiás",NA,"Estrada Colinas - Serra da Mesa. A cerca de 22 km da entrada sul do canteiro de obras.",-48.16278,-13.89056,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","COLINAS DO SUL",NA
"gbif","Cenargen","CEN","31782","Diplusodon","paraisoensis","T. B. Cavalcanti","3631","Bruno Machado Teles Walter","Goiás",NA,"Estrada Brasília - Alto Paraíso (GO-118) cerca de 1 km antes da divisa Planaltina/Água Fria. Crista do morro.",-47.60167,-15.04806,NA,"Diplusodon paraisoensis Lourteig","AGUA FRIA DE GOIAS",NA
"gbif","Cenargen","CEN","31788","Diplusodon","alatus","T. B. Cavalcanti","3643","Bruno Machado Teles Walter","Goiás",NA,"Estrada de terra Alto Paraíso - Colinas do Sul. Cerca de 30 km da GO-118",-47.78333,-14.15,NA,"Diplusodon alatus T.B.Cavalcanti","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","31792","Diplusodon","sordidus","T. B. Cavalcanti","3647","Bruno Machado Teles Walter","Goiás",NA,"Entrada do Parque Nacional da Chapada dos Veadeiros (à esquerda). Estrada Alto Paraiso - Colinas do Sul, 34 km da GO-118.",-47.78556,-14.16361,NA,"Diplusodon sordidus Koehne","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","31919","Diplusodon","sordidus","T. B. Cavalcanti","355","Marta Camargo de Assis","Goiás",NA,"""""Jardim"""" Japonês.",-47.50972,-14.13333,NA,"Diplusodon sordidus Koehne","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","32041","Diplusodon","floribundus","T. B. Cavalcanti","3769","Bruno Machado Teles Walter","Goiás",NA,"Cerca de 1 km abaixo da CODEMIN. Próximo ao antigo leito do Rio Bagagem.",-48.31667,-14.15611,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","32043","Diplusodon","floribundus","T. B. Cavalcanti","3771","Bruno Machado Teles Walter","Goiás",NA,"Cerca de 1 km abaixo da CODEMIN. Próximo ao antigo leito do Rio Bagagem.",-48.31667,-14.15611,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","32107","Diplusodon","virgatus","T. B. Cavalcanti","3855","Bruno Machado Teles Walter","Goiás",NA,"Região próxima à foz do Rio Tocantinzinho no Rio Tocantins. Reservatório em formação do AHE Serra da Mesa.",-48.26667,-13.93333,NA,"Diplusodon virgatus Pohl","COLINAS DO SUL",NA
"gbif","Cenargen","CEN","32283","Diplusodon","ciliatiflorus","T. B. Cavalcanti","4071","Bruno Machado Teles Walter","Goiás",NA,"Vale do rio Tocantinzinho (próximo à foz). Reservatório em formação do AHE Serra da Mesa - Segmento IV.",-48.283333,-13.933333,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","COLINAS DO SUL",NA
"gbif","Cenargen","CEN","32416","Diplusodon","virgatus","T. B. Cavalcanti","445","Hamilton Garboggini Pinho dos Santos","Goiás",NA,"Ao longo da estrada de acesso à Fazenda Aroeira.",NA,NA,NA,"Diplusodon virgatus Pohl","CAMPINACU",NA
"gbif","Cenargen","CEN","32452","Diplusodon","strigosus","T. B. Cavalcanti","1491","Marina de Lourdes Fonseca Resende","Goiás",NA,"Fazenda Engenho. Ca. de 11 km de Niquelândia/Dois Irmãos. Local chamado de Lama Preta.",NA,NA,NA,"Diplusodon strigosus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","32453","Diplusodon","virgatus","T. B. Cavalcanti","1468","Marina de Lourdes Fonseca Resende","Goiás",NA,"Fazenda Engenho. Ca. de 11 km de Niquelândia/Dois Irmãos.",NA,NA,NA,"Diplusodon virgatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","32454","Diplusodon","floribundus","T. B. Cavalcanti","1444","Marina de Lourdes Fonseca Resende","Goiás",NA,"Macedo. Ca. de 8 km a direita da Mina de Níquel.",-48.42111,-14.41639,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","33104","Diplusodon","helianthemifolius","T. B. Cavalcanti","S/N","Hilda Maria Longhi Wagner","Minas Gerais",NA,"Estrada Diamantina - Extração, próximo da ponte.",NA,NA,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","DIAMANTINA",NA
"gbif","Cenargen","CEN","33149","Diplusodon","oblongus","C. E. B. Proença","1992","Carolyn Elinore Barnes Proença","Goiás",NA,"Fazenda próxima a cidade.",-49.06083,-17.82278,NA,"Diplusodon oblongus Pohl","MORRINHOS",NA
"gbif","Cenargen","CEN","33484","Diplusodon","helianthemifolius","T. B. Cavalcanti","631","Rafaela Campostrini Forzza","Minas Gerais",NA,"Estrada Diamantina - São João da Chapada.",-43.705,-18.18222,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","DIAMANTINA",NA
"gbif","Cenargen","CEN","33489","Diplusodon","nitidus","T. B. Cavalcanti","4367","José Rubens Pirani","Minas Gerais",NA,"Estrada para Itacambira, ca. de 20 km de Botumirim.",NA,NA,NA,"Diplusodon nitidus DC.","BOTUMIRIM",NA
"gbif","Cenargen","CEN","33595","Diplusodon","buxifolius","T. B. Cavalcanti","1","Alexandre Barros","Minas Gerais",NA,"Retiro das Pedras.",-43.98361,-20.09306,NA,"Diplusodon buxifolius DC.","BRUMADINHO",NA
"gbif","Cenargen","CEN","33596","Diplusodon","hirsutus","T. B. Cavalcanti","26","Vânia M. Silveira","Minas Gerais",NA,"Serra da Moeda.",-43.98333,-20.1,NA,"Diplusodon hirsutus DC.","BRUMADINHO",NA
"gbif","Cenargen","CEN","33603","Diplusodon","uninervius","T. B. Cavalcanti","S/N","Marcelo Ferreira de Vasconcelos","Minas Gerais",NA,"Localidade Grota Seca.",NA,NA,NA,"Diplusodon uninervius Koehne","SERRO",NA
"gbif","Cenargen","CEN","33611","Diplusodon","lanceolatus","T. B. Cavalcanti","2335","Eugênio Tameirão Neto","Minas Gerais",NA,"EPDA - JACOB/CEMIG.",NA,NA,NA,"Diplusodon lanceolatus Pohl","NOVA PONTE",NA
"gbif","Cenargen","CEN","33612","Diplusodon","virgatus","T. B. Cavalcanti","S/N","Marcelo Ferreira de Vasconcelos","Minas Gerais",NA,"Localidade Rio Grande. Mata nas margens do Rio Grande.",NA,NA,NA,"Diplusodon virgatus Pohl","PERDOES",NA
"gbif","Cenargen","CEN","33833","Diplusodon","vidalii","T. B. Cavalcanti","455","Rosângela Simão-Bianchini","Minas Gerais",NA,"Termopolis.",NA,NA,NA,"Diplusodon vidalii Lourteig","SAO SEBASTIAO DO PARAISO",NA
"gbif","Cenargen","CEN","33839","Diplusodon","bolivianus","T. B. Cavalcanti","17863","Vinícius Castro Souza","Mato Grosso",NA,"Estrada do Capixaba. Cerca de 20 km NE de Tapurah.",-56.36667,-12.61667,NA,"Diplusodon bolivianus T.B.Cavalc.","TAPURAH",NA
"gbif","Cenargen","CEN","33840","Diplusodon","oblongus","T. B. Cavalcanti","18014","Vinícius Castro Souza","Mato Grosso",NA,"Fazenda Arinos.",-56.48333,-13.85,NA,"Diplusodon oblongus Pohl","SAO JOSE DO RIO CLARO",NA
"gbif","Cenargen","CEN","33841","Diplusodon","parvifolius","T. B. Cavalcanti","S/N","Paulo Takeo Sano","Bahia",NA,"Ca. de 2 km da cidade, em direção a Marcolino Moura. Área de campo rupestre com carrasco adjacente.",NA,NA,NA,"Diplusodon parvifolius DC.","RIO DE CONTAS",NA
"gbif","Cenargen","CEN","33842","Diplusodon","epilobioides","T. B. Cavalcanti","72695","Robert Kral","Minas Gerais",NA,"Estrada do Cardoso, ca. de 6 km NE de Grão Mogol.",NA,NA,NA,"Diplusodon epilobioides DC.","GRAO MOGOL",NA
"gbif","Cenargen","CEN","33843","Diplusodon","orbicularis","J. R. Pirani","1","Aylthon Brandão Joly","Minas Gerais",NA,"Km 114 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Diplusodon orbicularis Koehne","JABOTICATUBAS",NA
"gbif","Cenargen","CEN","33844","Diplusodon","orbicularis","A. M. Giulietti","1423","Aylthon Brandão Joly","Minas Gerais",NA,"Km 112,5 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Diplusodon orbicularis Koehne","JABOTICATUBAS",NA
"gbif","Cenargen","CEN","33848","Diplusodon","oblongus","T. B. Cavalcanti","3472","Géza de Faria Árbocz","Mato Grosso",NA,"Distrito de Indianápolis,Fazenda Brasil (divisa com Fazenda Roncador).",-52.43944,-15.09306,NA,"Diplusodon oblongus Pohl","BARRA DO GARCAS",NA
"gbif","Cenargen","CEN","33849","Diplusodon","strigosus","T. B. Cavalcanti","15042","Vinícius Castro Souza","Mato Grosso",NA,"Estrada Água Boa - Nova Xavantina, ca. de 32 km antes da entrada de Canarana.",-51.94778,-13.3875,NA,"Diplusodon strigosus Pohl","CANARANA",NA
"gbif","Cenargen","CEN","33850","Diplusodon","virgatus","T. B. Cavalcanti","17830","Vinícius Castro Souza","Mato Grosso",NA,"Estrada do Capixaba. Cerca de 20 km NE de Tapurah.",-56.36667,-12.61667,"occidentalis","Diplusodon virgatus var. occidentalis T.B.Cavalc. & S.A.Graham","TAPURAH",NA
"gbif","Cenargen","CEN","33851","Diplusodon","virgatus","T. B. Cavalcanti","16844","Vinícius Castro Souza","Mato Grosso",NA,"Fazendo Pequeno Figueiredo. Cerca de 4 km N (em linha reta) de Diamantino.",-56.45,-14.33333,"occidentalis","Diplusodon virgatus var. occidentalis T.B.Cavalc. & S.A.Graham","DIAMANTINO",NA
"gbif","Cenargen","CEN","33852","Diplusodon","bolivianus","T. B. Cavalcanti","17617","Vinícius Castro Souza","Mato Grosso",NA,"Estrada para projeto Ipiranga. 55 km de Tapurah.",-56.18333,-12.36667,NA,"Diplusodon bolivianus T.B.Cavalc.","TAPURAH",NA
"gbif","Cenargen","CEN","33853","Diplusodon","cordifolius","T. B. Cavalcanti","342","Sérgio Romaniuc Neto","Goiás",NA,"Chapada dos Veadeiros.",NA,NA,NA,"Diplusodon cordifolius Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","33854","Diplusodon","lanceolatus","T. B. Cavalcanti","16322","Vinícius Castro Souza","Mato Grosso",NA,"Estrada Diamantino - Semidouro (BR-364), cerca de 26 km após o trevo para São José do Rio Claro. Fazenda Nova Era.",-56.75,-14.15,NA,"Diplusodon lanceolatus Pohl","DIAMANTINO",NA
"gbif","Cenargen","CEN","33855","Diplusodon","oblongus","T. B. Cavalcanti","1078","F. R. Dario","Mato Grosso",NA,"Estrada Gaúcha do Norte - Paranatinga.",-53.29167,-13.61833,NA,"Diplusodon oblongus Pohl","PARANATINGA",NA
"gbif","Cenargen","CEN","33856","Diplusodon","quintuplinervius","T. B. Cavalcanti","75419","Robert Kral",NA,NA,"Minas Gerais, 12 km de Joaquim felício.",NA,NA,NA,"Diplusodon quintuplinervius Koehne",NA,NA
"gbif","Cenargen","CEN","33857","Diplusodon","helianthemifolius","T. B. Cavalcanti","1443","Maria das Graças Lapa Wanderley","Minas Gerais",NA,"Perto da base do Morro do Chapéu.",NA,NA,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","CRISTALIA",NA
"gbif","Cenargen","CEN","33858","Diplusodon","nitidus","T. B. Cavalcanti","S/N","Cássia Mônica Sakuragui",NA,NA,"Minas Gerais, Retiro, ca. de 11 km da cidade em direção à Mato Verde, ca. de 2 km do Rio Mandaçaia.",-42.69833,-15.37806,NA,"Diplusodon nitidus DC.",NA,NA
"gbif","Cenargen","CEN","33859","Diplusodon","puberulus","T. B. Cavalcanti","S/N","Cássia Mônica Sakuragui","Minas Gerais",NA,"Serra do Cabral 2 - 8 km NO da cidade na estrada para a torre de tv e a fazenda Bocaina. Área de cerrado pedregoso e campo rupestre.",-44.18222,-17.750277,NA,"Diplusodon puberulus Koehne","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","33860","Diplusodon","lanceolatus","T. B. Cavalcanti","S/N","Cássia Mônica Sakuragui","Minas Gerais",NA,"Serra do Cabral 2 - 8 km NO da cidade na estrada para a torre de tv e a fazenda Bocaina. Área de cerrado pedregoso e campo rupestre.",-44.18222,-17.75028,NA,"Diplusodon lanceolatus Pohl","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","33862","Diplusodon","quintuplinervius","T. B. Cavalcanti","5528","Vinícius Castro Souza",NA,NA,"Montugaba - Bahia. Ca. 8 km da cidade em direção a Jacaraú.",-42.4675,-14.88528,NA,"Diplusodon quintuplinervius Koehne",NA,NA
"gbif","Cenargen","CEN","33866","Diplusodon","ulei","T. B. Cavalcanti","72917","Robert Kral","Bahia",NA,"6 - 12 km toward Serra do Pina NW of Mucugê.",NA,NA,NA,"Diplusodon ulei Koehne","MUCUGE",NA
"gbif","Cenargen","CEN","33873","Diplusodon","epilobioides","T. B. Cavalcanti","254","Tânia M. Cerati","Minas Gerais",NA,"Estrada do Cardoso, NE da cidade.",NA,NA,NA,"Diplusodon epilobioides DC.","GRAO MOGOL",NA
"gbif","Cenargen","CEN","33890","Diplusodon","virgatus","T. B. Cavalcanti","1415","A. G. Nave","Mato Grosso",NA,"Estrada para o Rio Teles Pires.",-55.26944,-13.58333,"occidentalis","Diplusodon virgatus var. occidentalis T.B.Cavalc. & S.A.Graham","SORRISO",NA
"gbif","Cenargen","CEN","33891","Diplusodon","oblongus","T. B. Cavalcanti","3573","Géza de Faria Árbocz","Mato Grosso",NA,"Fazenda Brasil.",-52.407222,-15.116388,NA,"Diplusodon oblongus Pohl","BARRA DO GARCAS",NA
"gbif","Cenargen","CEN","33935","Diplusodon","virgatus","T. B. Cavalcanti","31244","Gert Guenther Hatschbach","Minas Gerais",NA,"Rodovia Três Corações - São Tomé das Letras. Coletado na orla de capão.",NA,NA,NA,"Diplusodon virgatus Pohl","TRES CORACOES",NA
"gbif","Cenargen","CEN","33957","Diplusodon","hirsutus","T. B. Cavalcanti","52","Aylthon Brandão Joly","Minas Gerais",NA,"Km 114 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Diplusodon hirsutus DC.","JABOTICATUBAS",NA
"gbif","Cenargen","CEN","33958","Diplusodon","orbicularis","T. B. Cavalcanti","212","Fábio de Barros","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,"Diplusodon orbicularis Koehne","JABOTICATUBAS",NA
"gbif","Cenargen","CEN","33959","Diplusodon","hirsutus","T. B. Cavalcanti","1766","Aylthon Brandão Joly","Minas Gerais",NA,"Km 112 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Ao longo da estrada da Usina.",NA,NA,NA,"Diplusodon hirsutus DC.","JABOTICATUBAS",NA
"gbif","Cenargen","CEN","33973","Diplusodon","virgatus","T. B. Cavalcanti","471","Rosângela Simão-Bianchini","Minas Gerais",NA,"Cerrado de Termopolis.",NA,NA,NA,"Diplusodon virgatus Pohl","SAO SEBASTIAO DO PARAISO",NA
"gbif","Cenargen","CEN","33974","Diplusodon","ulei","T. B. Cavalcanti","S/N","Nádia Roque","Bahia",NA,"Cerca de 7 km da cidade, em direção ao Vilarejo de Bananal. Área de campo rupestre com cerrado de altitude adjacente.",-41.85361,-13.52722,NA,"Diplusodon ulei Koehne","RIO DE CONTAS",NA
"gbif","Cenargen","CEN","33975","Diplusodon","quintuplinervius","T. B. Cavalcanti","S/N","Nádia Roque","Bahia",NA,"Estrada entre Brejinho das Almas e Licínio de Almeida, a ca. de 10 km de Brejinho dos Ametistas.",-42.55111,-14.42194,NA,"Diplusodon quintuplinervius Koehne","CAETITE",NA
"gbif","Cenargen","CEN","33985","Diplusodon","glaucescens","T. B. Cavalcanti","22217","Vinícius Castro Souza","Minas Gerais",NA,"Estrada Diamantina - Conselheiro Mata, 3 - 6 km da estrada Diamantina - Gouvea.",NA,NA,NA,"Diplusodon glaucescens DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","33987","Diplusodon","lanceolatus","T. B. Cavalcanti","22003","Vinícius Castro Souza","Minas Gerais",NA,"Serra do Cabral.",-44.17583,-17.72889,NA,"Diplusodon lanceolatus Pohl","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","33989","Diplusodon","ciliiflorus","T. B. Cavalcanti","21113","Vinícius Castro Souza","Minas Gerais",NA,"Pico do Itambé.",-43.31694,-18.40139,NA,"Diplusodon ciliiflorus Koehne","SANTO ANTONIO DO ITAMBE",NA
"gbif","Cenargen","CEN","33992","Diplusodon","lanceolatus","T. B. Cavalcanti","20865","Vinícius Castro Souza","Minas Gerais",NA,"Rodovia Curvelo-Diamantina, ca. 9 km de Curvelo em direção a Sete Lagoas.",-44.48833,-18.81694,NA,"Diplusodon lanceolatus Pohl","CURVELO",NA
"gbif","Cenargen","CEN","33994","Diplusodon","bradei","T. B. Cavalcanti","20900","Vinícius Castro Souza","Minas Gerais",NA,"Rodovia Curvelo-Diamantina, ca. 37 km de Govea em direção a Curvelo.",-43.96389,-18.59417,NA,"Diplusodon bradei Pilg.","GOUVEA",NA
"gbif","Cenargen","CEN","33995","Diplusodon","hirsutus","T. B. Cavalcanti","11599","Vinícius Castro Souza","Minas Gerais",NA,"Serra do Cipó, ca. de 1 - 2 km acima do Córrego Chapéu de Sol.",NA,NA,NA,"Diplusodon hirsutus DC.","SANTANA DO RIACHO",NA
"gbif","Cenargen","CEN","33998","Diplusodon","hexander","T. B. Cavalcanti","20875","Vinícius Castro Souza","Minas Gerais",NA,"Rodovia Curvelo-Diamantina, ca. 37 km de Govea em direção a Curvelo.",-43.96389,-18.59417,NA,"Diplusodon hexander DC.","GOUVEA",NA
"gbif","Cenargen","CEN","34017","Diplusodon","lanceolatus","T. B. Cavalcanti","22078","Vinícius Castro Souza","Minas Gerais",NA,"Serra do Cabral.",-44.17361,-17.73,NA,"Diplusodon lanceolatus Pohl","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","34130","Diplusodon","parvifolius","T. B. Cavalcanti","2438","Taciana Barbosa Cavalcanti","Bahia",NA,"Estrada Rio de Contas- Pico das Almas.",-41.88333,-13.53889,NA,"Diplusodon parvifolius DC.","RIO DE CONTAS",NA
"gbif","Cenargen","CEN","34144","Diplusodon","ulei","T. B. Cavalcanti & S. Graham","2452","Taciana Barbosa Cavalcanti","Bahia",NA,"Catolés de Cima. Na subida para a forquilha da serra.",-41.66333,-13.25,NA,"Diplusodon ulei Koehne","ABAIRA",NA
"gbif","Cenargen","CEN","34148","Diplusodon","ulei","T. B. Cavalcanti","2456","Taciana Barbosa Cavalcanti","Bahia",NA,"Campos gerais. Em cima do morro cuja estrada sai do final da cidade.",-41.7725,-13.15028,NA,"Diplusodon ulei Koehne","PIATA",NA
"gbif","Cenargen","CEN","34166","Diplusodon","ulei","T. B. Cavalcanti","2475","Taciana Barbosa Cavalcanti","Bahia",NA,"Na saída da cidade em direção a Catolés de Cima.",-41.84806,-13.29278,NA,"Diplusodon ulei Koehne","ABAIRA",NA
"gbif","Cenargen","CEN","34189","Diplusodon","oblongus","T. B. Cavalcanti","106","Kátia Calago","Goiás",NA,"Estrada para São Jorge.",-47.53361,-14.15389,NA,"Diplusodon oblongus Pohl","SAO JOAO D'ALIANCA",NA
"gbif","Cenargen","CEN","34534","Diplusodon","uninervius","T. B. Cavalcanti","S/N","Marilene Marinho Nogueira","Minas Gerais",NA,"Biribira.",NA,NA,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","34536","Diplusodon","villosissimus","T. B. Cavalcanti","392","M. Pompeu","Minas Gerais",NA,"Serra do Cachimbo.",NA,NA,NA,"Diplusodon villosissimus Pohl","NOVA LIMA",NA
"gbif","Cenargen","CEN","35400","Diplusodon","glocimarii","T. B. Cavalcanti","2513","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Estrada vicinal da MG-050, a esquerda após o Rio Grande, cerca de 1 km após a ponte sobre o rio Grande. 2,4 km da MG.",-45.6,-21.083333,NA,"Diplusodon glocimarii T.B.Cavalc.","CAPITOLIO",NA
"gbif","Cenargen","CEN","35408","Diplusodon","glocimarii","T. B. Cavalcanti","2521","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"MG-050, lado esquerdo da estrada. Do lado direito vê-se o reservatório de Furnas.",-46.433333,-21.066666,NA,"Diplusodon glocimarii T.B.Cavalc.","CAPITOLIO",NA
"gbif","Cenargen","CEN","35443","Diplusodon","virgatus","T. B. Cavalcanti","2558","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"São João Del Rei-Ritápolis, no entroncamento para Ritápolis.",-44.546944,-21.066666,NA,"Diplusodon virgatus Pohl","RITAPOLIS",NA
"gbif","Cenargen","CEN","35446","Diplusodon","villosissimus","T. B. Cavalcanti","2561","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Estrada de Morro do Ferro para Passa Quatro, 8 km de Morro do Ferro, sentido Passa Quatro. Serra das Vertentes.",-44.9,-21.216666,NA,"Diplusodon villosissimus Pohl","OLIVEIRA",NA
